name,location,venue_type,website,capacity,parking,catering,accommodation,facilities,contact_name,contact_email,contact_phone,facebook,instagram,twitter,linkedin,tiktok,description,address,postcode,source,scraped_date,source_url,detected_town,christmas_party,private_dining,outdoor_space,wedding_licensed,parking_onsite,accommodation_onsite
Dunton Green Village Hall,Dunton Green,Party Venue,http://www.duntongreenpc.org.uk/community/dunton-green-parish-council-12635/dunton-green-pavilion/#,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Booking Manager,,01732 469610,https://facebook.com/Dunton-Green-Parish-Council-191024631236541/,,,,,"Village Hall Medium (1-150) Dunton Green Village Hall is situated to the North of the village on the London Road. It is an ideal size for community groups, clubs and children’s parties and is the chosen venue for an exciting range of activities.It you would be interested in running a club at the hall or would like to hire it for a Children’ Party or a for a one off event, please see our website for details on prices and further information on how to book.","London Road, Dunton Green, Kent, TN13 2UU",TN13 2UU,venues4hire.org,2026-09-03T10:02:06.098790,https://venues4hire.org/venue/details/5081/dunton-green-village-hall,sevenoaks,False,False,False,False,False,False
East Peckham Village Hall,East Peckham,Party Venue,https://www.eastpeckham-villagehall.org/,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Bookings Administrator,,07710 111063,,,,,,"Village Hall Medium (1-150) A versatile, newly refurbished and beautiful Village hall, that can be hired for private functions.","Bush Road, East Peckham, Kent, TN12 5LL",TN12 5LL,venues4hire.org,2026-09-03T10:02:06.953361,https://venues4hire.org/venue/details/12737/east-peckham-village-hall,tonbridge,False,False,False,False,False,False
Egerton Millennium Hall,Ashford,Party Venue,http://www.egerton-kent.co.uk/,Medium (1-150),Onsite parking,Kitchen: Yes - Medium - basic food preparation,No on-site accommodation,"Onsite parking: 70 spaces, Disabled access, Disabled toilets, Kitchen: Yes - Medium - basic food preparation, Tables: 15 round tables,, 20 rectangle tables, Seating: 160 chairs, Cutlery, Crockery, WiFi, Staging, PA system, Committee Room",Booking administrator,,07725 743889,https://www.facebook.com/EgertonFolkandBluesClub/,,https://www.hugofox.com/community/egerton-parish-council-13575/about-us,,,"Village Hall Medium (1-150) Opened 1999 and built with Millennium Commission funding, local grants and fund-raising by Egerton villagers, the Village Hall is a magnificent building in the style of a Kentish barn with panoramic views over the Weald. The Main Hall seats 196 audience-style and 150 around tables. Ideal for Weddings and Parties Available for Conferences and Seminars at weekends and during school holidays. A smaller Committee Room and Doctor’s Room may be hired separately. Car Parking for over 70 cars, including disabled parking. Other facilities include A well-equipped kitchen with crockery and cutlery for hire Sound system (including hearing loop) Large stage with spotlights for general use Screen for slide and film shows Ladies, Gents and Disabled toilet facilities Free Wifi subject to availability","Elm Close, Egerton, Ashford, Kent, TN27 9DS",TN27 9DS,venues4hire.org,2026-09-03T10:02:07.808269,https://venues4hire.org/venue/details/22125/egerton-millennium-hall,ashford,False,False,False,True,True,False
"Eridge Village Hall - Eridge, Nr. Tunbridge Wells",Eridge,Party Venue,http://www.eridge-village-hall.co.uk,Medium (1-150),Onsite parking,Kitchen: Yes - Medium - basic food preparation,No on-site accommodation,"Onsite parking: 7 spaces, Nearby parking: Within 10 metres, On-street parking, Disabled access, Disabled toilets, Kitchen: Yes - Medium - basic food preparation, Tables: 16 rectangle tables, Seating: 100 chairs, Cutlery, Crockery, WiFi, Projector, Main Hall",Bookings Administrator,,,,,,,,"Village Hall Medium (1-150) Eridge Village Hall is a beautiful Victorian hall built in the design of a chapel, located just off the A26 in the Village of Eridge and within easy reach of Tunbridge Wells, Crowborough, Groombridge, Frant and Rotherfield. The hall provides a fabulous venue for weddings, parties, seasonal festivals and events as well as music, choral, dance and fitness classes, clubs and even business meetings. The hall has: • A beautiful rural setting • Quarter of an acre picturesque garden • Capacity to seat up to 90 guests • A fully functioning kitchen • Tables, chairs, cutlery, crockery and glassware Please contact us via our website www.eridge-village-hall.co.uk We offer reasonable rates and a special reduced rate for Eridge village residents.","Old Eridge Road, Eridge, Nr. Tunbridge Wells, East Sussex, TN3 9JF",TN3 9JF,venues4hire.org,2026-09-03T10:02:09.615972,https://venues4hire.org/venue/details/5098/eridge-village-hall,tunbridge-wells,False,False,True,True,True,False
Fordcombe Village Hall,Fordcombe,Party Venue,https://www.hallshire.com/halls/view/1149/fordcombe-#info,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Janice Byrne,,01892 740393,,,,,,"Village Hall Medium (1-150) The Hall, on the green in the centre of Fordcombe village is close to St Peter's Church,the Chafford Arms p.h. and adjacent to a playing field and newly extended children's' playground. Fordcombe is near to Tunbridge Wells and Penshurst in Kent. The Main Hall has a stage and accommodates 80 seated or 120 without seating, this has a small servery. The Hall is popular for parties, wedding receptions, meetings, and is a venue for local sports and social clubs and societies.","Fordcombe Village Hall, Fordcombe, Kent, TN3 0RY",TN3 0RY,venues4hire.org,2026-09-03T10:02:10.514815,https://venues4hire.org/venue/details/5103/fordcombe-village-hall,tunbridge-wells,False,False,False,True,False,False
Godmersham & Crundale Village Hall,Godmersham,Party Venue,http://www.gcvh.info,Large (1-300),Onsite parking,Kitchen: Yes - Full - Facilities to prepare meal,No on-site accommodation,"Onsite parking: 130 spaces, Disabled access, Disabled toilets, Kitchen: Yes - Full - Facilities to prepare meal, Tables: 15 round tables,, 10 rectangle tables, Seating: 140 chairs, Cutlery, Crockery, Bar: Yes - Glasses only, WiFi, Staging, Projector, Projector screen, PA system",Bookings Administrator,support@kikk.co.uk,,https://www.facebook.com/GodmershamCrundaleVillageHall/,https://www.instagram.com/gcvillagehall/?locale=en_CA,,,,"Village Hall Large (1-300) We are conveniently situated on the A28,  between Canterbury and Ashford, in the Kent Downs Area of Outstanding Natural Beauty. Completed in 2013, the fully equipped hall is designed to provide a great location for holding meetings, conferences, family parties, wedding receptions, club & society meetings, dance classes and much more. We offer ample on site secure parking. State of the art music system with disco lights and wall mounted speakers. Ceiling mounted overhead projector with pull down screen. Lapel mike for speakers is also included. Fully equipped kitchen includes restaurant style dishwasher capable of coping with 100 covers an hour. Crockery, cutlery and glasses are included in the hire. The hall also offers a large patio area adjoining a four acre field with nature walk and wild flower area ideal for marquees, bouncy castles, hog roasts etc","Godmersham & Crundale Village Hall, Godmersham, Godmersham, Kent, CT4 7DR",CT4 7DR,venues4hire.org,2026-09-03T10:02:11.375967,https://venues4hire.org/venue/details/12129/godmersham-crundale-village-hall,canterbury,False,False,True,True,True,False
Groombridge Village Hall,Groombridge,Party Venue,http://www.groombridge.com/,Medium (1-150),Onsite parking,Kitchen: Yes - Medium - basic food preparation,No on-site accommodation,"Onsite parking: 30 spaces, Nearby parking: Within 150 metres, On-street parking, Disabled access, Disabled toilets, Kitchen: Yes - Medium - basic food preparation, Tables: 80 rectangle tables, Seating: 200 chairs, Cutlery, Crockery, WiFi, Staging, Projector screen, PA system",Booking Manager,bookings@groombridgevillagehall.org.uk,07552 170679,https://www.facebook.com/groups/263750177164053/?fref=ts,,,,,"Groombridge Village Hall was completely refurbished and extended in 2000; it has high quality halls and rooms suitable for functions and activities from wedding receptions for 200 to intimate meetings of half a dozen. For further information, please email the bookings secretary, Duncan Sanders at bookings@groombridgevillagehall.org.uk or telephone 075 5217 0679. Please appreciate that Groombridge Village Hall is run by volunteers who willingly give up a great deal of time, to make this valuable community resource available to users at modest cost. There may therefore be occasions when a prompt response to enquiries is not possible; users and potential users are kindly requested to bear this in mind when communicating with the bookings secretary and other GVH represenatatives.","Station Rd, Groombridge, East Sussex, TN3 9QX",TN3 9QX,venues4hire.org,2026-09-03T10:02:14.085030,https://venues4hire.org/venue/details/22130/groombridge-village-hall,tunbridge-wells,False,False,False,True,True,False
Headcorn Village Hall,Headcorn,Party Venue,https://www.headcornvillagehall.com/,Large (1-300),Onsite parking,Kitchen: Yes - n/a,No on-site accommodation,"Onsite parking: 80 spaces, Nearby parking: Within 0 metres, Disabled access, Disabled toilets, Lift, Kitchen: Yes - n/a, Tables: 20 round tables,, 26 rectangle tables, Seating: 300 chairs, Cutlery, Crockery, WiFi, Staging, Projector screen, PA system",Booking Manager,,07944 668802,,,https://twitter.com/HeadcornVHall,,,"A versatile newly refurbished and beautiful Village hall, that is used by many village organisations during the week. It can be hired at weekends for day time private functions, children's parties (11 years and under), conferences etc.","Church Lane, Headcorn, Kent, TN27 9NR",TN27 9NR,venues4hire.org,2026-09-03T10:02:16.413208,https://venues4hire.org/venue/details/12611/headcorn-village-hall,ashford,False,False,False,False,True,False
Hildenborough Village Hall,Hildenborough,Party Venue,https://hildenboroughvh.weebly.com/get-in-touch.html,Medium (1-150),No parking,No on-site catering,No on-site accommodation,,Hilary,,07598 927953,,,,,,"Village Hall Medium (1-150) A versatile, newly refurbished and beautiful Village hall, that can be hired for private functions.","10 Riding Lane, Hildenborough, Kent, TN11 9HY",TN11 9HY,venues4hire.org,2026-09-03T10:02:17.318774,https://venues4hire.org/venue/details/12581/hildenborough-village-hall,tonbridge,False,False,False,False,False,False
Hunton Village hall,Hunton,Party Venue,http://www.huntonvillagehall.co.uk/,Medium (1-150),Onsite parking,Kitchen: Yes - Full - Facilities to prepare meal,No on-site accommodation,"Onsite parking: 40 spaces, Nearby parking: Within 10 metres, Disabled access, Disabled toilets, Kitchen: Yes - Full - Facilities to prepare meal, Tables: 6 round tables,, 20 rectangle tables, Seating: 120 chairs, Cutlery, Crockery",Kathy Reid,,01622 820092,https://www.facebook.com/pages/Hunton-Village-Hall-Kent-ME15-0RR/436960256477686?sk=timeline,,,,,"Lovely tradtional Village Hall for hire. Has beamed and vaulted ceilings. Toilets - ladies, mens and disabled. Large kitchen area and fenced courtyard. Lots of parking. In an idylic village location. Available to hire for parties, wedding receptions etc. The Hall is currently free on Thursday evenings, so please contact us if you would like to use the hall on a weekly basis to run a club/class.","West Street, Hunton, Kent, ME15 0RR",ME15 0RR,venues4hire.org,2026-09-03T10:02:18.175033,https://venues4hire.org/venue/details/6642/hunton-village-hall,maidstone,False,False,False,True,True,False
Langley Village Hall,Langley,Party Venue,,Large (1-300),Onsite parking,Kitchen: Yes - Full - Facilities to prepare meal,No on-site accommodation,"Onsite parking: 25 spaces, Disabled access, Disabled toilets, Kitchen: Yes - Full - Facilities to prepare meal, Tables: 26 rectangle tables, Seating: 210 chairs, Cutlery, Crockery, Bar: Yes - Manned, WiFi, Staging, PA system",Sue Knowles,,07548 915724,,,http://langleyvillagehall.wix.com/kent,,,"If you think of a Village Hall, often you think of a nissen hut or timber structure like a sports pavilion tucked away on a small plot of unkempt grass and weeds on the outskirts of a village, or tucked away under the trees at the back of a village green. Well. in at least one village in Kent the Village Hall defies all expectations by being modern, advanced and at the very heart of the village community. Langley, situated 5 miles south east of Maidstone town centre, is a relatively small village of less than 1200 residents and comprises a mixture of old traditional village properties dating back centuries to houses built in the 60s, 70’s and 80’s. The name is a common English place-name, from the Old English lang leah or ‘long field or woodland’. This village first appears in the records in 814 as Longanleag.But the residents of Langley keep their eyes firmly on the future when it comes","Langley Village Hall, Langley, Kent, ME17 3JY",ME17 3JY,venues4hire.org,2026-09-03T10:02:20.853198,https://venues4hire.org/venue/details/5210/langley-village-hall,maidstone,False,False,False,False,True,False
