Venue Name	URL	Score	Issue Category	Severity	Issue Description	Recommended Improvement
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	description	critical	Listing is unclaimed — the description is auto-generated boilerplate	"Claim the listing and replace the auto-generated text with a real description (200+ words) covering character, history, setting and unique selling points"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	description	warning	Description could be more detailed (146 characters)	"Consider adding more details about the venue's atmosphere, capacity ranges, and unique features"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	facilities	warning	Only 1 facilities listed (Bar)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Beckenham Place	https://www.kentvenues.co.uk/venues/beckenham-place	30	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	description	warning	Description could be more detailed (160 characters)	"Consider adding more details about the venue's atmosphere, capacity ranges, and unique features"
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	photos	warning	Only 1 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	contact	warning	No contact email address behind the enquiry form	Set the venue's enquiry email so the contact form reaches the venue (currently enquirers can only use the site-wide form)
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	contact	warning	"Missing social media link(s): Twitter/X, Instagram (shown as a dead ""#"" link)"	"Add the venue's Twitter/X and Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Belgo Bromley	https://www.kentvenues.co.uk/venues/belgo-bromley	16	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	facilities	warning	"Only 2 facilities listed (Bar, Restaurant)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Best Western Abbots Barton Hotel	https://www.kentvenues.co.uk/venues/best-western-abbots-barton-hotel	46	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Best Western Plus Dover Marina Hotel & Spa	https://www.kentvenues.co.uk/venues/best-western-plus-dover-marina-hotel-spa	54	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Best Western Plus Dover Marina Hotel & Spa	https://www.kentvenues.co.uk/venues/best-western-plus-dover-marina-hotel-spa	54	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Best Western Plus Dover Marina Hotel & Spa	https://www.kentvenues.co.uk/venues/best-western-plus-dover-marina-hotel-spa	54	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Best Western Plus Dover Marina Hotel & Spa	https://www.kentvenues.co.uk/venues/best-western-plus-dover-marina-hotel-spa	54	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Best Western Plus Dover Marina Hotel & Spa	https://www.kentvenues.co.uk/venues/best-western-plus-dover-marina-hotel-spa	54	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Best Western Plus Dover Marina Hotel & Spa	https://www.kentvenues.co.uk/venues/best-western-plus-dover-marina-hotel-spa	54	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Bestwestern Clifton Hotel	https://www.kentvenues.co.uk/venues/bestwestern-clifton-hotel	0	contact	critical	DEAD LISTING — URL redirects to a 404 page (venue appears removed from the site)	"Remove the dead URL from the sitemap, or restore/redirect the listing to the venue's current page"
BestWestern Donnington Manor	https://www.kentvenues.co.uk/venues/bestwestern-donnington-manor	34	description	critical	Listing is unclaimed — the description is auto-generated boilerplate	"Claim the listing and replace the auto-generated text with a real description (200+ words) covering character, history, setting and unique selling points"
